Month,Arizona/New Mexico Mountains,Arizona/New Mexico Plateau,Central Basin and Range,Chihuahuan Deserts,Colorado Plateaus,High Plains,Mojave Basin and Range,Northern Basin and Range,Northwestern Great Plains,Sonoran Basin and Range,Southern Rockies,Southwestern Tablelands,Wasatch and Uinta Mountains,Wyoming Basin
1990-01,-1.4011412,-0.73809737,-0.9748824,1.601965,-3.408372,-3.226529,4.314336,-6.459355,-5.1231437,6.1216297,-8.358806,1.0790952,-7.073939,-7.8319974
1990-02,2.260436,3.145011,2.0580413,5.315274,0.07862999,0.41234744,8.329669,-4.2984548,-0.7664891,9.743404,-5.780058,4.212151,-4.9716287,-5.951804
1990-03,4.422903,5.722747,4.2269945,8.27743,3.886549,1.9289839,9.917285,-1.0970168,0.32690117,10.415929,-2.277318,7.337732,-1.8269495,-3.156721
1990-04,10.193293,11.593513,10.460692,13.441794,10.542974,7.790069,16.251804,5.841762,6.4746704,16.561514,3.2092962,12.171167,4.834162,3.4644704
1990-05,13.75382,15.262322,14.266759,17.539663,15.087988,13.1134615,19.795397,10.55269,11.692,19.754898,8.353428,16.744991,9.137949,8.298788
1990-06,19.842264,21.270866,19.885983,23.354683,20.274601,18.856657,25.873135,16.862541,18.242504,26.577225,13.150248,22.732763,14.1841755,13.250459
1990-07,21.52647,23.118805,22.758144,24.327953,23.100807,21.171745,28.216404,19.823687,21.44191,28.571,15.299508,23.580122,17.384174,16.455664
1990-08,20.182426,21.8282,21.034855,23.208834,21.92272,21.249601,26.413584,17.590607,20.571157,26.93381,14.931496,22.228342,15.978104,15.725999
1990-09,16.865156,18.347176,16.2996,19.97137,16.900599,15.630205,22.056831,12.367133,13.984304,23.658152,10.693887,19.066885,10.862294,10.245356
1990-10,11.182266,12.419873,10.115189,14.848272,10.597889,9.5656805,15.598949,6.9425626,8.047438,17.58776,5.239001,14.392647,5.11277,4.6665716
1990-11,4.9914193,5.9590435,5.7343655,7.012066,4.4030433,4.679304,10.936055,2.7903073,3.5011463,13.062903,-0.81011885,6.905639,0.20033716,-0.5430256
1990-12,-0.015701009,0.6456727,-0.1669006,3.035978,-1.8994921,-0.31463447,4.9348383,-3.8678005,-1.8370452,6.802441,-6.1383643,3.1086836,-6.034477,-6.3228145
1991-01,-2.2598565,-1.6404234,-2.5650594,0.97609186,-4.8490458,-3.3384514,3.0544596,-7.313984,-5.2738385,5.326953,-8.827162,0.21137449,-8.878096,-9.100268
1991-02,2.246819,3.387964,3.356731,4.5464606,2.2335699,2.068746,8.488009,-1.3161238,0.5879969,9.278858,-4.008848,3.620744,-2.407981,-3.0861998
1991-03,2.5940766,3.895101,2.5887125,6.512801,2.4775374,0.6088459,8.063016,-1.3474022,-1.1489644,8.809012,-3.6510983,5.8228292,-2.952745,-4.1573153
1991-04,7.9077954,9.468118,9.012681,10.144206,9.115984,7.7205343,14.566987,6.701606,6.8402205,14.622034,2.085157,8.943419,3.9183996,3.176533
1991-05,11.223412,12.622029,10.574189,15.853074,11.460018,9.52744,16.424133,8.265876,8.757237,16.84564,5.1840425,14.886737,5.384097,4.6509414
1991-06,16.595865,18.00694,16.057245,20.871414,17.013378,14.796161,21.984491,13.146803,14.287247,22.335884,10.053526,19.598257,10.647591,9.942679
1991-07,20.945787,22.586885,21.208971,23.94826,22.22737,21.202574,26.614908,18.075039,21.009035,27.351954,15.119081,22.910248,16.013403,15.452804
1991-08,20.989422,22.662153,21.31068,24.000256,22.448221,21.551376,26.530941,18.851707,20.614439,27.047142,15.633674,23.073187,16.410275,16.028759
1991-09,16.272419,17.73491,16.084173,19.23474,16.302837,14.239819,21.956001,11.980527,12.864555,23.298351,9.913992,18.272774,10.331568,9.369762
1991-10,10.554813,11.830642,10.706371,13.4899435,10.425963,8.937505,16.424528,6.340741,7.668608,17.835913,4.5027504,12.649687,4.951533,4.1142883
1991-11,3.2574215,4.254901,3.1340673,6.6757965,2.2234514,1.9751227,8.183635,-0.22615023,0.06627697,9.653706,-2.5750995,6.3097663,-2.4050388,-3.2616737
1991-12,0.35678872,1.000941,-0.54381245,3.544233,-2.3154204,-0.6199693,4.916666,-4.6754274,-2.7467022,7.4029694,-6.1782293,3.5075264,-6.616649,-6.8322997
1992-01,-2.0977952,-1.602315,-2.817565,1.0799437,-5.2458224,-5.5523896,3.1819265,-9.242728,-7.3298564,5.7273846,-10.543612,-0.6562286,-9.515711,-10.326368
1992-02,-0.14097491,0.69414926,-0.8709831,3.3910837,-3.1703918,-2.3014781,5.275278,-8.719141,-3.8957946,6.8852844,-8.495175,2.3160655,-8.604597,-10.00515
1992-03,5.175441,6.5243874,5.4176145,8.397495,5.715593,4.5287957,10.535429,1.956863,3.659531,10.735056,-0.98537076,7.400876,0.30874434,-0.4625844
1992-04,7.319232,8.875567,8.089335,10.928772,8.605943,7.642463,13.402921,5.8876247,6.700942,12.940275,2.1814709,9.829482,3.1821015,2.6369712
1992-05,10.98769,12.50724,10.7000885,14.99527,11.901123,10.207126,16.110556,8.788913,9.581481,16.03706,5.49889,13.958611,6.0061607,5.7035756
1992-06,15.677463,17.13634,15.035469,19.899372,16.36659,13.704281,20.748392,12.021333,12.606002,20.776997,9.599754,18.901312,9.822426,9.079457
1992-07,19.545938,21.150278,20.137436,21.905336,20.633207,19.271017,25.774382,17.092077,19.565357,26.605837,13.418339,20.901949,14.15211,13.073919
1992-08,19.68108,21.31615,21.403997,22.115034,21.405159,20.65469,26.83661,18.937372,20.93241,27.252708,13.955174,21.074453,16.20207,15.560669
1992-09,15.968205,17.482994,16.757088,18.599169,16.78238,14.235454,22.427267,12.423904,12.864005,23.139894,9.850461,17.5981,11.112732,10.083591
1992-10,8.365547,9.675109,9.069292,11.10687,8.8751745,8.205143,14.317547,6.574043,7.186324,15.666382,2.8745642,9.882722,4.020575,3.581226
1992-11,2.653396,3.6964471,3.02877,5.5360293,1.8929052,2.1090155,8.141394,-0.45398632,0.23039885,9.561237,-2.8238873,5.251135,-2.6006145,-3.4316564
1992-12,-3.75492,-3.2534397,-5.5755672,1.4896532,-7.364791,-3.7108743,0.25829116,-8.053095,-5.573928,3.4460285,-9.445326,0.95708406,-11.37807,-10.88821
1993-01,-2.837952,-2.250129,-3.2724082,0.10714614,-6.523844,-5.4616866,2.7280023,-10.569111,-8.521594,5.3939633,-11.004261,-1.6916443,-10.474234,-11.73953
1993-02,-0.3686439,0.54716533,-0.5725223,2.7984002,-2.399015,-2.0146472,5.3964744,-7.50948,-3.2984242,7.164843,-7.9342523,1.8554014,-7.726172,-8.946072
1993-03,3.809583,5.0677996,4.0690556,7.9846888,3.872788,2.397733,9.294098,-0.19343619,1.4843193,9.480478,-2.8042486,6.4044895,-1.4013472,-2.5587544
1993-04,5.7340016,7.119466,6.1490107,10.301107,6.886221,3.7055275,11.267775,4.31429,2.7218356,10.884024,-0.46370003,8.987392,1.3696878,0.18863285
1993-05,13.494381,14.879319,13.711316,17.148485,13.988001,11.561839,19.68972,9.705271,10.26905,20.09144,6.932196,15.91581,8.051841,7.0077457
1993-06,16.791515,18.193932,17.071535,20.256966,17.513632,15.870714,23.04887,13.856071,15.551806,23.362488,10.407086,19.152468,11.423804,10.670253
1993-07,20.179598,21.81488,21.204762,22.542925,21.62874,19.41648,26.766016,17.75688,19.348639,27.25481,14.014221,21.622435,15.682703,14.71001
1993-08,18.920692,20.54842,19.656298,21.75645,20.158401,18.761139,25.124903,16.340765,18.2867,25.478027,13.147226,21.013685,14.259043,13.515926
1993-09,15.883905,17.376846,15.868727,18.363604,15.935819,14.136505,21.83372,11.996319,13.1033125,23.081102,9.3414135,17.38079,10.047816,9.153887
1993-10,10.516607,11.903478,11.524656,12.763983,11.10038,10.32458,17.045467,8.729016,9.507916,18.380697,5.15001,12.249759,6.2737074,5.6157465
1993-11,4.4228945,5.320566,2.2294369,8.538668,1.8842454,1.6197752,7.7743554,-1.792564,-0.33842126,10.580332,-2.4554524,7.774194,-3.4808054,-4.3013253
1993-12,-4.3707075,-3.9687295,-4.574242,0.04496451,-6.6856685,-6.026457,0.5310662,-9.099421,-8.324323,2.8866746,-10.886469,-0.8982352,-10.408941,-11.14599
1994-01,-3.2852635,-2.755584,-4.293874,0.2625453,-6.876153,-4.821054,2.1318798,-8.847625,-7.4196186,4.792439,-10.335822,-0.52521175,-10.957849,-10.946387
1994-02,2.1262348,2.9512334,0.18698429,6.1199665,-0.85273635,-1.7658272,6.390171,-4.5300245,-3.9895866,9.814551,-6.0112596,4.975151,-5.792898,-6.4498487
1994-03,4.409013,5.6171947,3.8220134,8.472707,3.387035,0.53194886,9.696071,-1.595287,-1.0919417,10.612808,-3.2998192,6.7827654,-2.3142562,-3.9690537
1994-04,5.7661834,7.055782,4.8822455,10.817602,5.327979,3.3042436,10.768554,1.3517855,1.7845339,11.996457,-0.7370931,9.663607,-0.5505177,-1.4637035
1994-05,11.913766,13.386257,11.706397,15.386352,12.397319,10.314984,17.791395,8.533987,9.297727,18.400724,5.5979395,14.366857,6.3140197,5.479377
1994-06,17.241106,18.729567,17.978506,20.363266,18.422934,15.899419,23.769657,13.796436,15.106151,23.819273,10.695359,19.322634,12.366373,11.321386
1994-07,21.06089,22.748524,22.182878,23.662962,23.04226,21.319979,27.43126,18.731174,20.754683,27.600752,15.6614,22.809399,16.996134,16.274582
1994-08,18.98225,20.601284,20.032381,21.452494,20.187292,18.167704,25.597519,16.774809,17.65341,25.972366,12.727377,20.425575,14.429959,13.383814
1994-09,16.034409,17.516659,16.166483,18.786118,16.3694,15.091784,21.951796,12.701299,14.317457,23.05638,9.913926,17.707008,10.582174,9.836603
1994-10,9.684345,10.807326,9.471507,13.316979,8.878604,5.7083616,15.203714,5.4596505,4.555323,16.644682,2.6101747,12.320048,3.7619584,2.4282918
1994-11,3.4243095,4.288436,2.3659098,6.84545,1.5859205,0.32126486,7.829584,-2.3048139,-1.9565214,10.327685,-3.4150171,6.2790127,-3.3937192,-4.608222
1994-12,-1.5621865,-0.8469422,-1.1868215,0.8574709,-2.902485,-1.8574188,3.868801,-6.2416806,-3.3921313,5.2808695,-7.5278983,0.9292856,-7.112282,-7.5576496
1995-01,-0.57294333,-0.003554439,-1.4188913,3.5743809,-3.3890038,-1.261546,4.0564284,-4.996788,-3.2393937,6.7068567,-7.0269065,2.6516607,-7.109672,-7.02924
1995-02,2.5830796,3.6060276,2.002913,6.075478,0.83898693,1.0449475,7.6711035,-3.8741217,-0.86116576,9.14738,-4.412869,5.298579,-4.2996783,-4.9553895
1995-03,5.6563373,7.1704154,5.745388,8.403662,5.9308696,3.8300881,10.890695,1.1890253,2.0456116,11.172392,-0.3703244,7.5716968,0.14282677,-1.2821155
1995-04,7.9003453,9.25127,7.0911756,12.02701,7.3497505,5.671838,13.01116,3.3312805,4.77313,13.857404,1.1693755,10.86408,1.4387691,0.49359956
1995-05,11.380689,12.818193,10.877578,16.03802,12.175639,10.335135,16.382462,8.557944,8.8227415,16.586283,5.869725,14.975734,6.0705776,5.6209784
1995-06,17.691301,19.166601,18.218283,20.925646,18.786182,16.8728,24.208096,14.62429,16.49975,24.665707,11.287665,19.540808,12.633023,11.829107
1995-07,20.6098,22.292038,21.803432,23.59076,22.571611,21.411304,26.890934,18.993225,21.075006,26.957579,15.284664,22.694368,16.749435,16.166021
1995-08,18.977892,20.606527,20.410448,21.752428,20.552675,19.02746,25.767372,17.869421,18.85559,25.95281,13.264877,20.917597,15.149751,14.365351
1995-09,16.830914,18.400578,17.097446,19.755367,17.430555,16.941172,22.676962,13.873424,15.512532,23.546825,11.644961,19.61207,11.791805,11.471057
1995-10,8.351762,9.483577,7.708545,11.811933,7.0208716,5.473753,13.6947155,4.4997754,4.2199845,15.497224,1.2177678,10.762205,1.7395607,0.7025482
1995-11,3.5282106,4.5772038,4.28655,6.2045755,3.2483802,3.3907316,9.065948,1.8058373,2.5677693,10.578593,-1.5222706,5.968233,-0.79952216,-1.3038489
1995-12,-2.3323195,-1.7050642,-1.9283043,0.69492406,-3.8933346,-2.6837945,3.2152457,-6.3897657,-4.601654,5.1756377,-8.445818,0.1380952,-7.8933477,-8.417835
1996-01,-1.0934091,-0.31124127,-0.5733744,1.3635134,-2.9526145,-1.0418421,4.7302155,-5.086152,-2.720015,6.6036806,-7.2973657,1.1890782,-6.8130784,-7.151794
1996-02,2.606258,3.6672695,2.4303658,6.3922615,1.2793368,0.33892226,7.824136,-2.7137887,-2.1617255,9.092567,-4.1166916,5.5862465,-3.7176795,-4.7061577
1996-03,2.8834057,4.1794596,2.9694307,6.6108966,2.6843424,1.3097814,8.29921,-1.1007496,0.41908282,8.852508,-3.6872518,5.700522,-2.5579302,-3.7864869
1996-04,9.003972,10.403861,9.77648,12.304399,9.430296,7.1565113,15.599544,4.925461,5.8189783,16.069164,2.6257253,11.174407,3.873774,2.468405
1996-05,16.14411,17.472399,15.959273,20.146027,16.316662,14.494526,22.152857,13.228045,13.867429,22.746218,9.37137,18.701284,10.506999,9.664006
1996-06,19.501165,21.075253,19.711712,22.695219,20.704746,18.37125,25.4156,15.271458,17.332016,25.518219,13.227287,21.270905,14.266625,13.4496975
1996-07,21.2054,22.849203,22.408438,23.366169,22.91786,20.408745,27.828716,18.799238,19.831322,28.363256,15.056255,22.41271,16.995756,15.938254
1996-08,18.996885,20.67015,20.258535,21.518671,20.85645,19.667152,25.494617,18.654945,19.81978,25.524683,13.691612,20.650118,15.333926,14.875943
1996-09,14.446152,15.944696,14.064769,18.133303,14.567161,12.9232435,19.803122,11.421294,11.612404,20.395449,8.568001,17.281586,8.682698,8.223259
1996-10,9.954213,11.246949,10.666787,12.5633135,10.108431,9.130948,16.160238,7.473465,8.059546,17.42638,4.2321057,11.977198,5.297868,4.58726
1996-11,3.5118191,4.300835,3.3928065,6.7524166,2.4004784,1.0871822,8.658603,-0.55687344,-0.63412595,10.912455,-3.7414343,5.109453,-2.0068665,-3.0953488
1996-12,0.97846794,1.6024839,-0.7240164,4.7560616,-1.900016,0.06094613,4.6405754,-4.8911195,-1.4048657,7.7664347,-5.5292897,4.1940346,-6.3054533,-6.189354
1997-01,-0.2394486,0.5016668,-0.055154867,2.2850332,-1.7184309,-0.67378795,5.0427136,-5.2373886,-2.817059,7.0508227,-6.434434,1.8047667,-5.759237,-5.9623647
1997-02,1.2871927,2.3716245,2.1360066,3.7484932,0.8033412,0.05093858,7.5093317,-2.8189707,-2.087481,8.8769245,-5.403938,2.6747773,-3.667901,-4.5188627
1997-03,6.7148433,7.937581,6.313719,10.416098,5.801237,4.64602,12.557752,0.40070382,3.029769,14.418379,0.070658326,9.471807,-0.15729702,-1.457849
1997-04,6.264098,7.6501102,4.98405,10.941293,5.75545,5.663015,10.6658125,1.8000209,3.197644,11.829433,0.62197155,9.973028,-0.18497403,-0.6208338
1997-05,14.546944,16.032816,14.777564,17.868141,15.230801,12.185592,20.614147,10.649788,10.854338,21.149836,7.847228,16.536919,9.297144,7.960905
1997-06,18.84099,20.25945,17.921404,24.037033,19.357946,16.80118,23.50084,13.538831,15.363176,23.2382,12.662045,22.748075,12.574452,11.857749
1997-07,20.817339,22.471272,20.99738,23.791334,21.856215,19.90451,26.53178,17.26387,19.163557,26.966146,14.749926,22.689137,15.545063,14.726546
1997-08,19.44518,21.110737,20.460705,21.87371,20.561998,19.493156,25.897425,17.188643,19.092667,26.089718,13.382417,20.878178,14.872744,14.012445
1997-09,16.50774,17.992756,16.650867,19.312778,16.850224,14.500714,22.493353,11.77961,12.629725,23.438255,10.212264,18.330076,10.889989,9.982253
1997-10,7.78373,8.839369,6.8474603,12.449559,6.635342,6.9595723,12.545355,3.4847543,5.582548,14.129363,1.60501,11.332778,1.2496614,0.90643877
1997-11,4.712033,5.7845645,4.0901365,7.988285,3.688427,3.906837,9.254275,0.18336608,0.90927523,11.602547,-0.2614651,8.179813,-1.0513995,-1.2987373
1997-12,-1.6435897,-1.1138883,-1.3674024,1.0716698,-3.4096787,-3.2858303,3.6575642,-6.159041,-4.72974,6.1094193,-9.034738,0.1643553,-7.0861387,-8.020043
1998-01,-3.0971437,-2.7749722,-4.0908437,2.1542537,-6.8986955,-7.451615,1.6880013,-9.292737,-9.89813,4.2060075,-11.0552845,0.7997803,-10.338084,-11.210193
1998-02,-1.4832772,-0.78707266,-2.9541705,4.1156616,-4.470196,-3.928319,3.3861122,-9.084855,-7.1149,5.1907654,-9.177751,2.7920632,-9.8171625,-10.666732
1998-03,1.6812519,2.863438,0.95984066,6.576856,0.5716729,-1.2245066,6.6187234,-4.955079,-2.854979,7.7556286,-5.6635356,5.202556,-5.2215147,-6.9876904
1998-04,9.704917,11.088793,10.474406,13.301318,10.551117,8.48575,16.121334,7.554218,8.097339,16.41581,3.48007,12.221531,5.2117887,4.1926527
1998-05,13.413452,14.828245,13.657623,16.961226,14.049764,11.994786,19.618164,10.212486,11.175883,19.958435,7.101959,15.724227,8.068375,7.2254367
1998-06,20.299644,21.875233,20.595387,22.961208,21.468761,20.489447,26.378048,16.882235,20.909498,26.513323,14.293765,21.92742,15.191305,14.779486
1998-07,21.996262,23.602085,22.882975,24.596058,23.416292,20.79096,28.347933,19.450762,20.679626,28.701546,15.358172,23.680517,17.3985,16.155956
1998-08,20.459639,22.215033,21.959805,22.396736,22.55528,20.657425,27.39704,19.124214,20.490458,27.66486,14.92755,21.717897,16.864042,16.099022
1998-09,17.175032,18.715933,17.479603,20.132902,17.712238,16.012533,23.014748,14.120519,14.871347,23.969538,11.331147,19.633213,12.148549,11.443034
1998-10,9.085369,10.273239,8.59581,12.876545,8.446066,7.1944656,14.09693,5.165584,5.533068,15.895099,3.136203,11.950875,3.316437,2.7271852
1998-11,3.9060915,5.019637,4.830568,6.1633935,4.2095337,4.037626,9.491228,2.4061072,2.9146297,10.762087,-1.1442305,6.0386167,-0.08623055,-0.5980736
1998-12,-0.118165255,0.5466996,0.2829408,2.667938,-1.6359692,-0.61424625,5.088839,-4.3435974,-2.39033,7.1856465,-6.691864,2.0718539,-5.23625,-5.776186
1999-01,1.1448588,1.9286315,1.3244313,3.8689222,-0.26046756,0.6856342,5.976445,-0.6013498,-0.68084526,7.740438,-4.59541,3.8093765,-3.7611983,-4.007708
1999-02,1.8990388,2.9254897,2.7452192,4.7454524,1.2229049,0.6925754,7.977044,-1.630663,-0.9696643,9.091818,-5.0436926,3.5353901,-3.1978018,-4.2172117
1999-03,4.603462,5.917339,5.8136425,7.4679904,4.93657,1.4701247,11.153951,-0.04056553,0.01225644,11.617267,-2.7725763,6.371827,-0.21603617,-2.4154918
1999-04,8.698502,10.044017,8.48105,12.294615,8.705893,4.901152,14.320087,3.9670691,3.6371667,15.009522,1.2070013,10.473483,2.7522597,0.9505982
1999-05,13.355432,14.8644905,14.552037,16.38373,14.788334,13.020396,20.117586,11.481292,12.157095,20.1472,7.5793138,15.255587,9.318945,8.271217
1999-06,19.52065,21.172596,19.834702,22.338745,20.876337,19.211195,25.452396,16.431738,18.66245,25.61925,13.822475,21.632904,14.639858,13.987385
1999-07,21.607716,23.318727,22.240704,24.631512,23.37786,22.403463,27.350824,19.512903,21.89927,27.697718,16.439932,23.962091,17.309114,16.983973
1999-08,20.276333,21.95702,20.17854,23.057518,21.331566,20.70009,25.685204,16.387272,19.079374,26.449705,15.139382,22.611671,14.954117,14.737363
1999-09,16.556293,17.994371,17.227774,20.002695,17.141342,15.942852,22.883469,14.129763,15.206143,23.765997,10.588789,18.74582,11.674768,10.911073
1999-10,9.404291,10.68611,9.837835,12.582273,9.575334,8.851318,15.191768,6.557739,7.602324,16.265846,3.986869,11.657927,4.5037746,4.0470967
1999-11,2.252632,3.0344021,1.3273627,6.8604684,0.23388684,0.4139964,6.450226,-2.0233247,-1.5776485,8.403651,-4.004572,6.7236624,-4.245622,-5.051415
1999-12,-3.581355,-3.2054265,-3.888368,1.7958213,-6.217953,-5.2841797,1.4322362,-8.159727,-6.937321,3.9031923,-10.548023,0.6998653,-9.73036,-10.377382
2000-01,-1.8794976,-1.2760215,-2.0502896,1.676897,-4.1028833,-4.7042623,3.3749886,-7.734932,-6.9439454,5.3226957,-9.085328,0.59530735,-8.196067,-8.914271
2000-02,-2.4199681,-1.6907609,-2.9410906,1.9739386,-4.3231864,-7.1246023,3.239086,-8.803138,-9.16735,5.1798897,-10.800937,-0.17183442,-9.628669,-11.22992
2000-03,3.4862406,4.702651,2.680758,8.583497,2.7851913,3.0736089,8.324033,-1.3047963,1.7221167,9.404327,-2.403122,7.510372,-2.9732227,-3.5168533
2000-04,6.163071,7.431866,5.4208736,10.527301,5.8383727,3.540149,11.2850065,2.137888,2.7114978,12.412799,-1.0635805,8.915481,0.09964851,-1.0851251
2000-05,13.496261,15.056615,13.956059,16.02271,14.612322,12.634833,19.995314,10.252322,11.288813,20.264513,7.721372,15.102313,8.459426,7.784137
2000-06,17.058323,18.554087,15.930524,21.479298,17.380865,16.374079,21.802355,12.604564,15.041202,22.257978,11.281172,20.726768,10.624371,10.446595
2000-07,21.512121,23.091782,22.727213,23.654722,22.734095,20.238796,28.314247,18.592384,19.86506,28.856888,14.662683,22.380632,16.967512,15.658559
2000-08,19.021461,20.73385,20.023657,21.716799,20.643465,19.532217,25.369846,16.503923,18.841843,25.593428,13.693546,20.918427,14.875661,14.303552
2000-09,14.741761,16.241358,13.865576,18.366215,14.819727,13.760136,19.707642,9.469331,11.98215,21.066677,9.245135,17.723898,8.431674,8.293782
2000-10,9.854852,10.9974785,8.777529,13.666293,8.667477,5.7190685,14.357476,3.2120764,3.9951866,16.117094,2.7803187,12.817857,2.9613578,1.4580445
2000-11,3.8546004,4.8674607,4.1939716,7.0549016,3.3195739,3.1528125,9.287356,0.7937653,0.94663197,11.046288,-1.2179431,6.7121806,-1.1458365,-1.6952355
2000-12,2.1102943,2.7298539,1.118217,5.419321,-0.51223385,-0.40856177,6.4576263,-4.8704615,-2.5306726,8.866575,-5.5141115,3.9755604,-5.0732284,-5.94316
2001-01,-1.9950881,-1.2226919,-1.1811413,-6.09E-04,-3.5034626,-3.2877147,4.216031,-7.0926,-4.786708,5.9663973,-9.066985,-0.9635554,-7.3667307,-8.202199
2001-02,-0.44773874,0.50412583,-0.770515,3.1901462,-2.1439788,-0.8463832,4.8272457,-4.768135,-1.2237871,6.3885107,-7.35287,2.2515223,-7.164441,-7.8473125
2001-03,4.1745515,5.555227,5.0106606,7.566598,4.554035,2.4942644,10.446034,-0.00340355,1.1546787,10.62059,-2.171166,6.0683384,-0.75367254,-2.073901
2001-04,5.87175,7.259308,6.028263,10.282444,6.7997203,4.503723,11.545503,3.614552,2.936031,12.146418,0.26619652,8.912383,1.2198457,0.59632313
2001-05,12.064503,13.484129,12.423245,15.282388,12.776042,9.857604,18.315308,9.555188,8.994389,18.652323,5.5521116,13.939455,6.9556937,5.7826924
2001-06,17.428034,18.885744,16.871586,21.420368,17.761013,15.748561,22.663227,13.11862,15.033946,22.87426,10.80819,20.1271,11.276969,10.5137415
2001-07,20.718534,22.40729,21.4786,22.990559,21.991007,21.459993,27.12887,17.906746,21.612883,27.711376,14.963786,22.06492,15.88195,15.385283
2001-08,20.31509,21.933271,21.340721,23.374193,21.85674,20.91385,26.908087,18.421946,20.75223,27.667269,14.600585,21.945612,16.099241,15.636931
2001-09,17.51614,19.025873,17.994753,20.039019,18.247986,16.6217,23.568506,14.27765,15.439531,24.729101,11.680902,18.973993,12.657782,11.96883
2001-10,9.494713,10.701088,8.832238,13.120089,8.989973,6.6266584,14.090921,5.162132,5.3960147,15.311796,2.9223235,11.922223,3.657256,2.68013
2001-11,4.3940806,5.269843,3.9129014,7.6240807,3.13088,1.2048957,9.145064,-0.18912259,-0.48866594,11.30967,-2.3866374,6.9506044,-1.6021445,-2.8562205
2001-12,-0.951812,-0.38873327,-1.5836719,1.633401,-3.4765592,-5.1706305,3.9997506,-7.9914746,-8.1303215,6.6360035,-9.142249,0.16309534,-7.9937086,-9.510897
2002-01,-2.1235454,-1.5041378,-2.5635831,1.0392118,-5.148014,-3.9453483,3.3058176,-8.371768,-6.321931,5.759885,-9.505294,0.21064033,-9.455583,-10.381293
2002-02,1.0418223,2.1533103,1.1984698,4.2554007,-0.12654132,1.6244036,6.899078,-3.2814853,-0.037001554,7.935797,-4.9717016,3.7575574,-5.1315465,-5.448515
2002-03,5.090361,6.372162,5.115578,8.739864,4.854449,3.5437996,10.826766,0.8140148,2.2290096,11.899702,-1.4113516,7.5944304,-0.5144573,-1.5217379
2002-04,8.627814,10.087645,8.215267,12.569231,8.976594,7.10711,13.818163,4.9044013,5.9580483,14.144945,2.598637,11.412209,2.9425838,2.2044601
2002-05,14.841897,16.448584,15.9125185,17.400318,16.400242,14.312329,21.50501,13.310414,13.577868,21.290152,9.293183,16.513168,10.743036,9.916922
2002-06,17.559704,19.097633,18.200157,21.111095,19.030119,17.48841,23.90325,14.870045,16.959497,23.732368,12.00293,20.300926,12.834285,12.292488
2002-07,20.748623,22.350286,22.315044,23.160927,22.354334,20.28153,27.833666,20.17932,20.834068,28.242973,14.593724,22.26566,16.850334,15.816076
2002-08,18.8091,20.383177,19.63744,21.86799,19.932459,19.079939,25.342363,17.098125,19.526396,25.902685,12.91543,21.098404,14.119622,13.478909
2002-09,17.131187,18.567604,16.517736,20.340132,17.193619,15.345976,22.342245,11.329515,13.819921,23.914309,10.854877,19.188488,10.872083,10.143454
2002-10,12.690465,14.086506,12.032397,15.9337635,12.366229,10.846627,17.524271,7.0950093,8.252171,18.974022,7.4621134,15.755674,6.6886015,6.119637
2002-11,2.9279423,3.9708443,3.6892142,5.0410337,2.944614,1.4133818,8.442155,0.44480038,-0.16868062,9.516969,-3.0080168,4.5292797,-1.4824139,-2.468762
2002-12,-3.2590325,-2.6648226,-4.0888104,1.0699197,-5.597749,-2.4746742,1.1899334,-7.5818133,-4.3230305,3.8340273,-8.616262,0.98832136,-9.768243,-9.44601
2003-01,-0.77683234,-0.21182239,-1.6225108,3.8940432,-3.61725,-1.1181993,3.9626787,-5.9456167,-3.143904,6.3591394,-7.384058,2.7842188,-7.646906,-7.5462527
2003-02,1.3754736,2.2625816,-0.1377373,6.202117,-1.1605389,-0.6540133,5.7588468,-4.624398,-3.2568765,7.7471805,-5.558367,5.0727916,-6.3867993,-6.6398973
2003-03,2.8287833,4.1865425,2.9596636,6.801272,3.0340252,0.7628682,8.136468,-1.3283056,-0.6149845,8.463652,-3.446317,5.5321865,-2.4708693,-3.780767
2003-04,9.4639225,10.780942,9.542324,13.268108,9.016109,6.7785554,15.691365,5.3095636,5.7912126,16.721628,2.1540906,11.726027,3.4318259,1.9839565
2003-05,12.367574,13.849411,12.339174,16.352163,13.582808,11.750484,17.813822,10.987664,11.341376,17.776371,6.7874827,14.906375,7.744543,7.548764
2003-06,17.544943,18.926687,15.82797,22.90262,17.313955,16.226482,21.729412,12.6373005,15.203872,22.071165,11.490906,21.695654,10.510488,10.253658
2003-07,21.52628,23.15101,22.62164,23.765554,22.947697,21.201694,28.197174,18.663004,21.080608,28.82429,15.264515,22.97451,16.920666,15.871234
2003-08,18.962814,20.576801,19.536854,21.711731,19.968512,17.62299,25.141611,14.656389,17.199604,25.684856,12.680105,20.823557,13.83657,12.701743
2003-09,15.628376,17.13224,15.062581,19.128532,15.73776,13.339764,20.72039,11.319047,11.738193,21.724058,9.351256,18.103888,9.655369,8.814096
2003-10,11.162848,12.453354,10.478394,14.954348,10.839283,10.144555,15.791641,6.748616,8.031785,17.004578,6.0139704,14.166045,5.3053837,5.0662546
2003-11,2.2299914,3.0598881,1.9648015,5.3815994,1.0071036,1.2918935,7.0192146,-0.5775681,0.03888876,9.111587,-4.2495246,4.459438,-3.2676086,-3.9455645
