Month,Arizona/New Mexico Mountains,Arizona/New Mexico Plateau,Central Basin and Range,Chihuahuan Deserts,Colorado Plateaus,High Plains,Mojave Basin and Range,Northern Basin and Range,Northwestern Great Plains,Sonoran Basin and Range,Southern Rockies,Southwestern Tablelands,Wasatch and Uinta Mountains,Wyoming Basin
2019-01,-1.4100214,-0.82913995,-1.5795321,1.9107248,-3.9321396,-3.2940636,4.071151,-6.6558642,-5.776192,6.493326,-8.810792,0.5917231,-7.808022,-8.448347
2019-02,4.2773046,5.287935,3.6361992,7.9485326,2.5965478,3.0261703,9.106288,-0.9026773,1.2921416,10.964021,-2.5382588,7.6119466,-2.352152,-2.9983401
2019-03,3.9239283,5.166136,3.6342638,8.72956,3.680717,2.017369,8.813166,-0.9247218,0.66004884,9.434726,-2.4404123,7.5846825,-1.7380372,-2.9269462
2019-04,8.713729,10.209538,9.750736,12.010881,9.786892,7.524328,15.322043,6.5191455,6.420375,15.576279,2.7140455,10.825207,4.5226364,3.3704867
2019-05,12.108302,13.556735,11.835603,15.928641,12.722349,10.176122,17.659033,8.354621,9.268426,18.114489,5.7336235,14.651646,6.6591377,5.813773
2019-06,18.28009,19.849463,18.121008,21.835539,18.999271,16.021452,23.804644,13.582373,14.475662,23.378725,11.750162,20.82755,12.447743,11.284032
2019-07,22.048231,23.719934,22.739544,24.967548,23.348204,21.075191,28.011555,18.551777,20.211544,28.154741,15.978227,24.096098,17.298203,16.21075
2019-08,20.333668,21.978842,20.765232,23.062206,21.439442,19.213308,26.156948,16.965134,18.585512,26.442055,14.41196,22.271646,15.4163,14.516773
2019-09,19.407606,20.853127,19.438118,22.01748,19.863077,17.56107,25.171139,16.066042,16.881706,26.822594,13.196535,21.15422,14.150507,13.521024
2019-10,12.7301855,14.045702,13.134741,15.246854,12.722529,11.472683,18.750147,8.915335,9.42397,20.113579,6.8646374,14.641274,7.5711246,6.730798
2019-11,3.4454195,4.465708,3.25485,6.3858075,2.4753566,2.3771465,8.426152,-0.5578161,0.18097265,10.254181,-2.219703,5.9891276,-2.2951808,-3.0735402
2019-12,-0.63179475,0.092194095,-0.0244987,2.1251724,-1.4096841,-0.16030823,4.9441156,-4.7787232,-2.5796955,6.6720395,-6.152491,1.6652554,-5.5762196,-5.6423078
2020-01,-1.1156921,-0.42287973,-0.9554168,1.9117838,-3.2496717,-1.8541673,4.5306993,-6.110835,-3.90025,6.64063,-7.5431385,0.84240526,-7.1318984,-7.400541
2020-02,1.0978857,2.044549,0.6373293,5.140356,-0.48212567,-0.739716,6.24947,-4.889276,-2.3096263,7.8376393,-5.8184824,4.2261252,-5.683202,-6.501559
2020-03,5.5890174,6.922261,4.7225013,9.153202,4.8084893,3.9160264,10.4793215,0.053874142,2.423243,11.474295,-1.4392129,7.8604803,-1.1460066,-2.1362634
2020-04,7.604692,9.086407,7.99222,11.280474,8.138986,6.6681886,13.733958,4.3366017,5.2783813,13.855598,1.7403935,10.2344475,2.3911397,1.5156283
2020-05,12.885738,14.422912,13.798332,16.4603,14.590584,13.396847,19.28927,12.326523,12.857833,19.17008,7.916264,15.321214,9.096217,8.823502
2020-06,19.445467,20.906109,18.674446,23.762897,20.028902,17.830772,24.36569,14.616022,16.856117,24.679682,12.920002,22.103909,13.336496,12.554398
2020-07,22.460531,24.093395,24.050997,24.419378,24.202911,21.505898,29.523264,20.018625,21.298363,29.622831,15.957923,23.490314,18.354486,17.085411
2020-08,19.14158,20.798481,20.559284,21.822632,21.02199,20.509827,26.007658,18.162771,20.296041,26.2656,14.105533,21.018639,15.458017,15.213469
2020-09,17.860226,19.310411,17.997715,20.645912,17.964382,16.030088,23.967136,13.442159,14.736038,25.381666,11.385308,19.72472,12.189988,11.292143
2020-10,10.672379,12.032708,12.583957,12.477692,11.9751425,10.882003,17.960327,9.444946,9.751663,18.616777,5.533982,12.110686,7.284035,6.5028853
2020-11,5.3944902,6.4032707,5.094288,8.334513,4.3835874,6.2373977,10.324715,2.7455437,5.6431046,12.739579,0.29367715,8.414561,-0.061775,0.005854935
2020-12,1.2622381,1.9999007,0.73603487,4.18693,-0.9217381,0.92630196,5.968259,-2.5922723,-0.53208345,9.060745,-4.8072205,3.9909601,-4.699239,-4.6282315
2021-01,-2.890718,-2.257362,-3.1265159,-0.01831864,-5.682072,-3.18625,2.8858597,-6.9011116,-5.3173122,5.0172367,-9.4121475,-0.26227194,-9.370759,-9.270632
2021-02,-0.9231258,0.03729892,-0.31749588,2.8244772,-2.265124,-2.5929434,5.5373244,-7.023659,-4.49852,6.4626064,-7.8718257,2.2830224,-7.422771,-8.750182
2021-03,4.4995832,5.703115,4.3039975,8.5793495,3.776243,2.6641734,10.328748,-0.7311842,1.8211663,11.533694,-2.3157482,7.5619855,-1.7645439,-2.8296804
2021-04,9.494329,10.833693,8.851366,13.598315,8.965474,7.34873,14.857974,4.5148935,6.084965,15.44161,2.7774348,12.679788,2.9115953,1.8055096
2021-05,15.130819,16.5697,15.1648655,18.040949,15.822417,12.565,21.039652,11.568287,11.234286,21.745384,8.265556,16.547178,9.8306675,8.580289
2021-06,20.229239,21.670328,18.50722,25.43745,20.476582,18.856432,24.0413,14.770335,17.673346,24.400703,14.008297,24.248787,13.485045,13.1916485
2021-07,22.8743,24.42993,23.235939,26.655,23.912184,21.39286,28.488884,19.350311,21.137815,28.82446,16.447643,25.979412,17.86918,16.718761
2021-08,20.638248,22.28881,22.653406,23.027462,22.515804,20.874111,28.030375,19.369099,21.097357,27.750702,14.619699,22.11106,17.070202,15.970104
2021-09,16.682247,18.148695,17.627577,19.295769,17.05301,13.806713,23.369701,13.019957,12.479515,23.894928,9.611898,18.241932,11.5670595,9.936599
2021-10,13.932757,15.323272,14.730034,16.279844,14.284047,13.311489,20.093485,10.597848,11.678254,20.974445,8.740345,16.307468,9.400969,8.780187
2021-11,3.166579,4.0574646,2.211934,6.600972,1.3914536,2.0250416,7.7302465,-0.50193,0.34354958,10.362401,-2.9334884,5.9124465,-3.342052,-3.8188658
2021-12,0.69489235,1.2052797,-1.7969061,4.3721666,-3.2874246,-0.59914124,4.2991967,-6.4188914,-2.561653,8.390112,-6.7682295,3.7458367,-7.983657,-7.999805
2022-01,1.222556,1.75315,-0.042286478,5.4531693,-2.134082,-0.027309837,5.3362875,-3.7451112,-2.191398,8.255908,-5.75515,4.728011,-5.9155583,-5.971145
2022-02,3.3739014,4.3992953,2.1841633,7.3658767,1.2870802,2.044988,8.181842,-2.9122612,-0.35971403,10.327308,-3.413143,6.265268,-4.020966,-4.2739167
2022-03,3.7558088,5.036362,2.83063,8.516031,2.9972925,3.0372775,8.516292,-1.2219068,1.497658,9.501199,-2.152487,7.477408,-2.829023,-3.3058488
2022-04,7.570388,8.942748,7.517265,11.897544,7.729028,5.5095105,12.991238,3.9994009,4.213193,13.303452,1.2680904,10.736581,2.1537669,1.143549
2022-05,10.747354,12.267545,10.429585,14.932805,11.592244,9.302847,15.751439,8.780901,8.414726,15.701705,4.7840977,13.486913,5.6736555,4.9505277
2022-06,16.924427,18.3294,15.496279,21.797575,16.827475,14.444397,21.40379,11.769944,13.159991,21.843153,10.29571,20.541523,10.073171,9.377859
2022-07,20.709047,22.425817,22.209673,22.270792,22.3654,20.018225,27.661245,18.409708,20.112469,27.913067,14.464628,21.364456,16.67515,15.519238
2022-08,20.075665,21.682169,22.047316,22.409323,21.464645,20.69517,27.553644,19.345554,21.125633,27.864157,13.895163,21.174227,16.476164,15.4598255
2022-09,17.968273,19.407413,18.495878,20.522703,18.369543,15.571011,24.321709,13.126298,13.534587,25.4948,11.14401,19.372158,12.6006775,11.310036
2022-10,9.691259,10.8661995,9.650625,13.0065565,9.148985,7.2270803,15.24959,6.439689,6.3494663,16.411745,2.6131122,11.607024,4.093737,2.9720566
2022-11,2.5835133,3.5432327,0.9597684,7.38853,1.4164383,2.6563716,6.0988936,-1.6891044,0.4874669,8.183973,-1.8282712,7.017329,-3.732975,-3.3094234
2022-12,0.17950945,0.6690366,-1.7386204,5.2885284,-2.7516649,-3.5791602,3.6882079,-7.2529798,-7.220135,6.4633856,-6.362637,5.1980557,-7.407827,-7.871455
2023-01,-0.30774206,0.2710542,-1.3810203,3.267318,-3.5942695,-1.6896607,4.4138603,-6.070454,-4.3746657,7.3018928,-7.2325945,2.4827187,-7.472568,-7.498682
2023-02,0.9234742,1.87216,0.10595084,4.98129,-1.2441154,-1.0241786,5.925244,-6.614432,-3.0183828,7.7596536,-6.2462506,4.204777,-6.47513,-7.290148
2023-03,2.1113186,3.2656777,1.2546006,5.8056464,0.6908011,-1.296565,7.557386,-5.2053347,-2.8562827,9.306885,-5.9156227,3.778085,-5.3846803,-7.104487
2023-04,6.0651627,7.4097366,5.2611985,10.041132,5.692752,3.6134586,11.5548525,1.5238603,2.3913414,13.011685,-0.5996054,9.1388,-0.42314416,-1.3061956
2023-05,11.934916,13.376478,11.60445,16.439968,12.6650505,10.965546,17.281357,9.13796,10.058124,17.48627,6.1156373,15.573261,6.692374,6.2219806
2023-06,17.343084,18.806261,17.335352,21.285194,17.96541,17.146,23.125288,14.316684,16.755177,22.924513,11.267143,20.218287,11.860523,11.471578
2023-07,21.760447,23.398506,23.988817,23.442427,23.63739,21.077997,29.530317,19.726213,20.627815,29.729658,15.277418,22.53845,18.212631,16.773264
2023-08,19.595184,21.307106,20.502125,22.156311,21.026098,18.855026,25.925865,16.740166,18.25633,26.083637,13.771466,21.328905,15.073233,14.16725
2023-09,15.69178,17.105282,15.876299,18.824268,15.754801,13.6752825,21.79026,12.489324,12.53188,23.077341,9.040574,17.628466,10.248276,9.374179
2023-10,9.466717,10.570899,8.570323,13.861593,8.346692,6.9373817,14.222462,4.6429806,5.331372,15.752557,2.7974286,12.767239,2.938434,2.1260173
2023-11,2.9194455,3.9281356,3.598192,4.8441224,2.6631162,2.3618097,8.783125,0.14790967,0.8229633,10.665224,-2.9136014,4.1973276,-1.8412228,-2.6059644
2023-12,-0.66173255,-0.07200903,-1.5348777,3.5327132,-2.8510437,-1.8536272,3.7312508,-5.7345643,-4.3634787,6.263614,-6.911099,2.5603094,-7.1229305,-7.4133716
2024-01,0.8241962,1.4084935,0.19640301,4.850393,-1.71661,0.22116743,5.325078,-3.5356603,-2.0629401,7.4406257,-5.6045985,4.082074,-5.5272,-5.4975414
2024-02,1.1990271,2.1920907,1.1550044,4.6175485,0.5187498,-0.38727418,6.6004524,-3.284602,-2.2355652,8.263381,-5.4984508,3.2787118,-4.469383,-5.1164274
2024-03,4.7969437,5.9387116,4.569261,9.842551,4.1902575,1.352526,9.935385,0.48344943,-0.31937885,9.94065,-2.7098892,8.301893,-1.0507659,-2.6751924
2024-04,8.83172,10.38257,9.947444,11.901541,10.005412,8.239752,15.199649,6.8831744,7.1107006,15.000492,3.2314136,10.253586,4.911019,4.0355353
2024-05,12.834768,14.429496,12.918224,16.906292,14.497903,14.375009,17.960236,12.588888,14.085687,17.486702,8.451213,15.9473095,8.794967,9.0161915
2024-06,18.830662,20.362776,18.451603,22.452171,19.679098,19.375196,24.284323,15.182883,18.571903,24.659939,13.263849,21.396967,13.106853,13.050085
2024-07,22.622421,24.289274,23.984358,24.41046,24.537928,22.322039,29.302855,20.198751,22.07342,29.80066,16.483131,23.55473,18.634825,17.581425
2024-08,19.90552,21.492517,20.96409,22.465538,21.256462,18.882261,26.476667,17.995556,18.522282,27.072697,13.444286,21.321949,15.614132,14.524879
2024-09,16.288912,17.80497,17.193401,18.818274,17.056414,14.286309,22.837212,13.025168,13.190106,23.563078,9.829167,17.935017,11.52145,10.244496
2024-10,11.469403,12.734891,11.174705,14.999381,11.194406,10.834829,16.789198,7.7487416,9.507936,18.476402,5.9449835,14.07083,5.8393035,5.578633
2024-11,4.3837643,5.3250523,3.9685655,8.301798,3.3721204,3.5654132,9.057319,0.594188,1.5693512,10.826238,-0.97031105,7.9105263,-1.2533133,-1.5949811
2024-12,-1.7120547,-1.0639105,-1.9425185,0.8177192,-3.4674377,-1.3552473,3.5648122,-7.1328444,-3.2878594,6.138489,-7.6344166,0.775551,-7.947062,-8.039425
2025-01,-1.4009333,-0.68993044,-1.8600982,2.0238848,-3.34325,-1.508347,3.5453477,-6.245077,-3.8313966,6.108876,-7.472976,1.5290399,-7.4873123,-7.3676877
2025-02,3.3494008,4.3672314,3.8537111,5.1738315,2.3022857,2.2805524,9.469295,-1.0539623,0.91292363,11.0950365,-4.0041795,4.091364,-2.4697936,-3.351397
2025-03,5.815449,7.14489,5.7410164,9.527136,5.465611,3.7520583,11.064628,1.1625327,2.3514402,11.690761,-0.81426686,8.379308,0.051202603,-1.2161832
2025-04,9.101627,10.526253,7.8813066,13.832329,9.006372,7.8092437,13.45958,4.289085,6.1910744,14.440562,3.2655969,12.859628,2.7538953,2.1616821
2025-05,14.114109,15.530887,13.3911085,18.28334,14.151677,11.43599,19.329006,9.469619,10.252609,19.538898,7.475928,16.864996,7.777994,6.7046046
2025-06,18.844912,20.339989,17.96711,22.549725,19.270466,17.791586,24.006685,14.850651,17.290274,24.843946,12.569366,21.099236,12.629571,12.213671
2025-07,22.616434,24.233353,23.991995,24.388329,24.266365,22.38129,29.529043,20.646929,22.358711,30.209408,16.159876,23.25278,18.48929,17.475632
2025-08,19.71895,21.283047,21.632895,21.894764,21.06075,18.983393,27.35706,18.084145,18.94239,27.643627,13.165154,20.948944,15.683824,14.354377
2025-09,15.972389,17.463844,15.117151,19.247623,15.908501,14.225095,20.943186,11.91443,12.946389,22.162903,9.894308,18.48965,9.71851,9.233045
2025-10,11.539641,12.881853,12.606237,14.3126545,12.224793,10.989242,18.016048,8.916786,9.484761,18.898853,6.177135,13.596774,7.227745,6.4757786
2025-11,1.8822931,2.6385264,1.0685866,5.433029,-5.10E-04,-0.037284926,6.712866,-2.2714722,-1.7639881,9.111694,-5.167473,4.5707974,-4.53982,-5.289233
2025-12,-1.2739558,-0.6098695,-1.5482144,1.8580328,-2.8994265,-1.0479668,3.6648133,-4.681587,-2.469429,6.4979005,-7.102509,1.296878,-6.8100286,-6.7147865
2026-01,-5.19393,-4.5611043,-4.492263,-2.2357924,-7.359785,-7.382462,1.2989194,-9.262793,-8.745216,2.8626328,-11.9534,-2.9979453,-10.954057,-11.821351
2026-02,-0.439128,0.52800643,-0.17424649,2.911084,-2.2838206,-1.3292192,5.9359565,-5.9951916,-2.8939786,7.731537,-7.995345,1.1531237,-7.15166,-8.234761
2026-03,3.6924121,4.9919925,3.7675614,7.935501,3.5652304,2.356715,9.079518,-0.9960516,0.9329788,9.729366,-2.633831,6.719822,-1.8013797,-2.921467
2026-04,10.107875,11.539549,10.854449,13.694242,10.990833,9.893374,16.519188,7.847146,9.297449,16.886522,4.241245,12.6509695,5.5979137,4.852282
2026-05,13.291736,14.7455015,13.273322,17.615673,14.162248,13.007518,18.962744,10.690824,11.7416725,18.838343,7.7622466,16.36141,8.168651,7.756234
2026-06,19.669434,21.16685,19.923208,23.162422,20.794806,19.28057,25.6656,15.481185,18.116238,25.982992,13.6459055,21.916504,14.579594,13.964379
2026-07,22.928104,24.552435,24.26485,25.395584,24.533005,22.165028,29.648087,20.42975,21.894289,29.769539,16.424576,24.40002,18.74418,17.602125
2026-08,19.436201,21.026802,19.890083,22.106695,20.364363,18.836843,25.539297,16.579739,18.535896,26.242825,13.18142,21.028715,14.351719,13.5049715
2026-09,17.175838,18.597092,16.425194,20.461754,16.79059,14.974437,22.471228,12.560559,13.849599,24.12076,10.490866,19.28702,10.634269,9.822116
2026-10,12.270647,13.540913,11.95086,15.600675,11.682804,10.266547,17.605236,7.6328273,8.552547,19.172071,6.089076,14.548219,6.36497,5.5250473
2026-11,3.4434426,4.37876,2.8089168,7.1395416,2.3547413,3.2358246,7.9898705,-0.015037266,1.404015,10.365342,-2.0203404,6.479532,-2.313564,-2.5879695
2026-12,0.64422774,1.1658944,-0.420485,4.753151,-1.481881,-0.4107051,4.5913,-4.999159,-2.8503518,6.965762,-6.0500326,3.342558,-5.761712,-5.702343
2027-01,-0.11004273,0.5338602,-0.18470168,3.0613055,-2.2921567,-0.87354726,4.8815446,-4.7737217,-2.645752,7.1047873,-6.860317,2.223315,-5.9161034,-6.225627
2027-02,1.3392347,2.3076634,0.7410162,5.7005424,-0.29693583,0.564671,6.321813,-3.5395684,-2.2330182,8.094389,-4.9741545,4.5409145,-5.271904,-5.5215387
2027-03,2.8693893,4.2227564,2.710029,6.3070135,2.6482637,0.82717955,8.260102,-1.7937659,-0.5898741,9.029024,-3.7792308,4.9693165,-2.9519236,-4.1799655
2027-04,9.356547,10.755098,8.769865,13.691577,9.132468,7.792798,14.744018,4.3922415,5.9365664,15.396772,3.2189388,12.824166,3.0196965,2.1952796
2027-05,13.93243,15.527639,14.36409,17.130156,15.386482,13.809389,19.701485,11.638296,13.035708,19.65852,8.536666,16.173674,9.471016,8.766965
2027-06,19.04687,20.606497,18.642307,22.318047,19.787619,18.188908,24.594564,14.865661,17.192448,25.20819,13.09412,21.32008,13.1776705,12.660195
2027-07,21.505594,23.137928,23.367481,23.528013,23.520454,21.411963,28.702082,21.20027,21.738281,28.968967,15.446639,22.451868,18.182846,17.266186
2027-08,21.81437,23.46623,23.450132,23.96381,23.484482,22.315006,29.039137,19.807205,22.165333,29.503628,15.897195,23.261154,17.85959,16.929876
2027-09,18.326223,19.701927,17.966352,22.266697,18.22424,15.948582,23.854204,12.405068,13.86704,24.965172,11.864894,21.536213,12.136744,11.230342
2027-10,9.284124,10.576203,9.273744,13.756559,9.499235,8.565287,14.274382,6.1965265,6.440044,14.865127,4.53568,12.939654,4.320107,4.025828
2027-11,4.2357597,5.2721906,4.72133,7.264968,4.0202117,3.5376031,9.475956,1.5949019,1.8672059,10.985172,-0.8323706,6.7600555,-0.24746597,-0.71511775
2027-12,0.8872405,1.5434297,0.11467234,4.4044147,-1.2242012,-0.09494611,5.0392833,-4.459955,-2.4819999,7.194314,-5.1977224,3.9197955,-5.4314337,-5.640978
2028-01,-2.5815852,-1.8622688,-2.6495788,-0.53998625,-5.0385523,-3.324114,3.1500807,-8.1474495,-4.940262,5.6143494,-9.803179,-1.3438433,-9.161185,-9.622042
2028-02,4.156314,5.1670446,4.00871,7.3574734,2.7764244,3.2413754,9.738514,-0.26194182,1.6088861,11.702419,-2.4799557,6.6929617,-2.066236,-2.5292063
2028-03,3.640192,4.963378,3.807059,7.6792073,3.504923,2.358737,9.306898,0.063455455,1.2504466,9.9597645,-2.7099466,6.5442924,-1.7310421,-2.7773833
2028-04,9.925837,11.337807,9.618667,14.249631,10.305435,8.424093,15.042544,6.855509,7.229659,15.201111,3.9959104,13.223976,4.64925,3.9144158
2028-05,13.494544,15.068209,13.686204,17.160309,14.973233,14.076127,19.034464,12.437963,13.30399,18.914547,8.674659,16.185339,9.221228,9.123229
2028-06,19.053177,20.597282,18.542332,22.166212,19.670006,18.224796,24.588686,14.798071,17.30649,25.518564,12.906273,21.219908,13.093488,12.643674
2028-07,21.560667,23.242895,23.04962,23.441465,23.489544,21.108084,28.302713,19.34757,20.851057,28.621601,15.419605,22.450954,17.767517,16.697962
2028-08,20.070457,21.674746,19.6364,23.336931,20.912743,18.947872,25.386086,16.171322,18.047909,26.35578,14.071512,22.66435,14.502295,13.918003
2028-09,18.199625,19.592722,18.306923,21.111244,18.280777,15.750399,24.223017,14.745461,14.988428,25.490856,11.561558,20.15679,12.562638,11.562202
2028-10,12.1515465,13.380064,11.476065,15.496697,11.293309,10.456378,17.358786,7.3935075,8.966242,19.21509,5.998092,14.666035,5.826862,5.291034
2028-11,3.9516652,4.8105264,2.3319337,7.983241,1.917911,2.3436537,7.848734,-1.6441554,0.14076015,10.852983,-2.4115338,7.1305656,-3.1495888,-3.6496937
2028-12,-0.43928504,0.063735954,-1.4319857,3.2279894,-2.8836875,-1.503139,3.93767,-5.9495573,-3.120842,6.661543,-7.1411114,2.592492,-7.2472186,-7.5594645
2029-01,0.6321444,1.2071459,0.5324035,3.8766398,-1.5735649,-1.1978533,5.5225616,-3.3378947,-3.3023863,7.5880113,-6.215853,3.4936473,-5.1319075,-5.5783706
2029-02,0.004802555,1.0224032,1.0242276,3.1571522,-0.615213,-2.778032,6.3948503,-4.531172,-4.5232944,7.747144,-7.625751,1.7990072,-5.0918884,-6.6495504
2029-03,4.1746473,5.4364786,4.208979,8.386272,3.726248,2.5007021,9.810188,-0.78255504,1.1080326,10.273972,-2.4659116,7.2956033,-1.7267467,-2.8807342
2029-04,7.492944,8.788372,7.094484,12.261102,7.7444515,6.377489,12.732621,4.6176534,5.4040604,13.407288,1.5800403,11.156363,1.9189351,1.2582068
2029-05,12.978325,14.538015,13.674692,16.090189,14.368322,13.670221,19.175741,11.535635,12.730439,18.901049,7.8059025,15.13606,8.697351,8.424642
2029-06,18.511166,20.15493,18.567095,22.066545,20.16076,18.847101,23.947878,15.338751,17.975126,23.726547,13.467357,21.219576,13.689237,13.540206
2029-07,22.845423,24.566261,23.942724,25.155298,24.651281,22.114035,29.089676,20.624203,21.840471,29.02554,16.697594,24.367151,18.66743,17.504162
2029-08,20.488487,22.154314,21.672298,22.858862,21.875082,20.513285,27.124153,18.517284,20.269056,27.462767,14.664579,22.06488,16.138067,15.209838
2029-09,18.503567,19.988993,19.0957,21.067915,19.120718,17.66368,24.776648,16.03217,17.262207,25.98575,12.481048,20.113415,13.668142,12.951412
2029-10,10.664502,11.813678,10.789251,13.927863,10.223159,8.934601,16.413887,7.570774,7.648731,18.12771,4.1019096,12.689506,5.3858533,4.6524634
2029-11,4.4798875,5.591283,5.2001567,6.5262065,4.309463,3.6789474,10.064774,1.5560337,1.4867411,11.338148,-0.6465997,6.8144026,-0.021511016,-0.68594444
2029-12,1.615861,2.3184338,1.652785,4.131751,-0.17862855,0.70408225,6.60731,-2.1201868,-0.5838738,8.627679,-4.925279,3.8035462,-3.952002,-4.451448
2030-01,0.10956439,0.64697564,-0.12790975,3.9748325,-2.5007014,-1.8129319,5.1642036,-3.6621656,-4.142827,7.4513264,-6.829177,3.1560376,-6.101476,-6.6018267
2030-02,2.2248933,3.023221,1.0677996,6.369451,-0.21583804,-0.23480828,7.224195,-3.388451,-2.1015253,9.693605,-5.1392756,5.5290937,-5.337902,-5.864449
2030-03,3.612016,4.970411,3.5068004,8.202348,3.7059977,2.0498214,8.799956,-0.59287035,0.71145135,9.052693,-2.1839533,7.301345,-1.8158092,-2.7063484
2030-04,8.104519,9.419372,7.835527,12.204332,7.585282,5.718342,14.046702,3.9168615,4.7487235,15.1219,0.7674028,10.362051,1.9112604,0.7538907
2030-05,12.989712,14.378004,13.083685,16.778734,13.439031,10.646294,19.246246,9.887788,9.99458,19.697662,6.2785077,15.616786,7.520556,6.3843646
2030-06,18.715544,20.116404,17.944492,22.984322,18.741808,15.994586,23.955776,13.645981,14.837522,24.326117,11.569516,21.349054,12.098175,11.050024
2030-07,21.265154,22.900137,22.259441,23.517027,22.750315,20.128887,27.730865,18.909056,19.63261,28.338463,14.88378,22.44979,16.903696,15.811926
2030-08,21.429155,23.081144,22.264301,23.906092,22.959267,19.991333,27.666462,18.519712,18.984175,28.080679,15.268735,23.14812,16.959766,15.741642
2030-09,20.149853,21.566616,19.382704,23.83141,19.828094,17.934393,25.083895,15.52612,16.413267,26.279432,13.792431,22.954424,13.911367,13.170067
2030-10,11.868409,12.973031,10.59987,16.147556,10.214581,7.918424,16.390581,6.105857,6.393305,18.255226,4.396846,14.821568,4.7946496,3.412494
2030-11,4.8241916,5.5692234,3.270493,9.238471,2.615438,1.4491062,8.534132,-0.45045808,-0.18730289,10.744949,-2.476657,8.047666,-2.36721,-3.550894
2030-12,-4.4453173,-3.874178,-3.343209,-0.85815173,-5.5507264,-3.792652,1.8378798,-6.769635,-5.3178706,4.102632,-9.554403,-0.7843636,-9.010144,-9.059661
2031-01,-2.1448941,-1.5184941,-1.8146782,0.88713306,-4.6489,-4.049394,3.8385925,-7.30854,-6.5193067,6.2259583,-9.579199,-0.49954426,-8.206929,-8.957854
2031-02,3.517633,4.71376,3.4368563,6.3507504,2.1791196,3.1092474,9.094511,-1.7364558,1.2770599,10.270613,-2.6452296,5.7480803,-2.9552915,-3.3852363
2031-03,3.9198346,5.302208,4.3252897,7.9231524,4.271715,2.0175002,9.406162,-0.6717981,0.201256,9.036175,-2.189708,7.200374,-1.2175273,-2.5886624
2031-04,9.845394,11.307603,9.751483,13.952023,10.4328165,8.98368,15.302384,6.493893,7.1518946,15.598025,4.469557,13.209238,4.7238917,4.308005
2031-05,12.516986,14.055214,12.615098,16.391987,13.521331,12.765916,18.29785,10.452801,11.963831,18.332636,7.2478065,15.452401,7.612255,7.284719
2031-06,17.701494,19.17204,16.732124,22.010517,17.8915,16.748198,22.596159,13.375046,15.84626,22.575626,11.7029295,21.287457,11.290907,10.831276
2031-07,22.951624,24.611599,24.161747,25.358711,24.694,22.493137,29.477678,20.673203,22.151966,29.742401,16.938492,24.522,18.820507,17.821722
2031-08,22.27964,23.943743,22.667084,25.141449,23.396492,20.971277,28.06782,19.09916,20.513056,28.302864,16.058659,24.422327,17.335564,16.320066
2031-09,19.380993,20.804907,19.369156,22.171835,19.471281,15.027653,25.121275,14.26166,13.133574,26.08821,12.08001,21.30908,13.587876,11.879787
2031-10,12.575212,13.870932,11.900112,16.25786,11.971414,10.080741,17.52457,7.4996614,8.073803,18.688099,6.5001407,15.468634,6.270593,5.4010444
2031-11,5.55675,6.2246933,1.7564869,10.619247,1.6319741,-0.27979216,7.653396,-3.2710252,-2.5343237,10.864698,-2.7713616,9.5630245,-4.161703,-5.3161116
2031-12,-1.1960872,-0.61597276,-3.13584,3.2764997,-4.571836,-2.5790744,2.4727004,-8.630964,-6.0294013,5.8108053,-7.539912,2.8301473,-9.333444,-9.453403
2032-01,-3.4685233,-2.9078052,-4.0067787,-0.0740713,-6.8149276,-3.9545553,2.1834364,-7.8890986,-5.773241,4.5542617,-10.281732,-0.74388236,-10.52821,-10.644745
2032-02,0.40037113,1.3016748,0.66853887,3.7366438,-0.8900843,-1.2056977,6.1290464,-5.1640873,-2.6574423,7.59841,-7.2515244,2.560972,-5.635943,-6.7990522
2032-03,1.3871287,2.6416304,1.9725289,5.387416,1.6597921,-1.3612262,7.1789784,-3.4260268,-3.690186,7.8170524,-5.577021,4.397,-3.5067158,-5.3013277
2032-04,8.368113,9.778979,7.7824802,12.388909,8.31325,6.762478,13.499355,4.5281796,5.0876923,14.048404,2.1312451,10.433794,2.5493934,1.9284914
2032-05,13.608907,15.140054,14.656559,16.696436,14.971467,13.345282,20.342033,11.111158,12.286177,20.074516,8.00178,15.511584,9.241824,8.450462
2032-06,18.308683,19.896074,19.023344,21.569206,19.847359,18.866215,24.689205,16.040558,17.974627,24.735409,13.002525,20.611023,13.687845,13.29784
2032-07,21.597164,23.260614,23.650578,23.805094,23.640131,22.134962,28.987848,20.7597,22.358273,29.208233,15.797143,22.991228,18.23535,17.231236
2032-08,21.132936,22.802425,23.366056,23.754656,23.377821,21.645798,28.546728,20.306181,21.838125,27.728333,15.697003,23.30231,17.858175,16.795774
2032-09,17.736132,19.190266,15.959127,21.541315,17.061045,15.08409,21.771286,12.040886,13.121101,23.427992,11.386538,20.631273,10.487596,9.929994
2032-10,12.994689,14.327356,13.302132,16.015495,13.072035,11.013379,18.733648,9.16589,9.087224,19.536024,7.253699,15.455074,7.7690263,6.8233476
2032-11,2.252846,3.0485659,1.2789114,6.0134573,0.5320222,0.9918466,6.760528,-0.6660875,-0.30708638,9.329306,-4.4759803,4.9778037,-3.887121,-4.287753
2032-12,-1.2010287,-0.6484564,-1.5665305,2.2003152,-3.4042602,-2.5449681,3.955039,-7.495657,-5.1542425,6.5168304,-8.083051,1.1033148,-7.7328897,-8.331962
