Date,Close/Last,Volume,Open,High,Low
2017-01-17,63,20662940,$62.68 ,$62.70 ,$62.03 
2017-01-18,63,19666750,$62.67 ,$62.70 ,$62.12 
2017-01-19,62,18438530,$62.24 ,$62.98 ,$62.20 
2017-01-20,63,30067740,$62.67 ,$62.82 ,$62.37 
2017-01-23,63,23055910,$62.70 ,$63.12 ,$62.57 
2017-01-24,64,24647260,$63.20 ,$63.74 ,$62.94 
2017-01-25,64,24480930,$63.95 ,$64.10 ,$63.45 
2017-01-26,64,42688490,$64.12 ,$64.54 ,$63.55 
2017-01-27,66,44806710,$65.39 ,$65.91 ,$64.89 
2017-01-30,65,31627120,$65.69 ,$65.79 ,$64.80 
2017-01-31,65,25258900,$64.86 ,$65.15 ,$64.26 
2017-02-01,64,39650890,$64.36 ,$64.62 ,$63.47 
2017-02-02,63,45820410,$63.25 ,$63.41 ,$62.75 
2017-02-03,64,30288330,$63.50 ,$63.70 ,$63.07 
2017-02-06,64,19776560,$63.50 ,$63.65 ,$63.14 
2017-02-07,63,20271020,$63.74 ,$63.78 ,$63.23 
2017-02-08,63,18089300,$63.57 ,$63.81 ,$63.22 
2017-02-09,64,22625170,$63.52 ,$64.44 ,$63.32 
2017-02-10,64,18169980,$64.25 ,$64.30 ,$63.98 
2017-02-13,65,22871800,$64.24 ,$64.86 ,$64.13 
2017-02-14,65,23080270,$64.41 ,$64.72 ,$64.02 
2017-02-15,65,16984020,$64.50 ,$64.57 ,$64.16 
2017-02-16,65,20538890,$64.74 ,$65.24 ,$64.44 
2017-02-17,65,21236980,$64.47 ,$64.69 ,$64.30 
2017-02-21,64,20643320,$64.61 ,$64.95 ,$64.45 
2017-02-22,64,19274640,$64.33 ,$64.39 ,$64.05 
2017-02-23,65,20255890,$64.42 ,$64.73 ,$64.20 
2017-02-24,65,21778650,$64.53 ,$64.80 ,$64.14 
2017-02-27,64,15852360,$64.54 ,$64.54 ,$64.05 
2017-02-28,64,23225630,$64.08 ,$64.20 ,$63.76 
2017-03-01,65,26911390,$64.13 ,$64.99 ,$64.02 
2017-03-02,64,24523130,$64.69 ,$64.75 ,$63.88 
2017-03-03,64,18138220,$63.99 ,$64.28 ,$63.62 
2017-03-06,64,17536510,$63.97 ,$64.56 ,$63.81 
2017-03-07,64,18507840,$64.19 ,$64.78 ,$64.19 
2017-03-08,65,21510490,$64.26 ,$65.09 ,$64.25 
2017-03-09,65,19841220,$65.19 ,$65.20 ,$64.48 
2017-03-10,65,19531290,$65.11 ,$65.26 ,$64.75 
2017-03-13,65,19558920,$65.01 ,$65.20 ,$64.57 
2017-03-14,64,14280080,$64.53 ,$64.55 ,$64.15 
2017-03-15,65,24819560,$64.55 ,$64.92 ,$64.25 
2017-03-16,65,20638340,$64.75 ,$64.76 ,$64.30 
2017-03-17,65,49077080,$64.91 ,$65.24 ,$64.68 
2017-03-20,65,14273670,$64.91 ,$65.18 ,$64.72 
2017-03-21,64,26607950,$65.19 ,$65.50 ,$64.13 
2017-03-22,65,20635780,$64.12 ,$65.14 ,$64.12 
2017-03-23,65,19267040,$64.94 ,$65.24 ,$64.77 
2017-03-24,65,22616680,$65.12 ,$65.45 ,$64.76 
2017-03-27,65,18555230,$64.63 ,$65.22 ,$64.35 
2017-03-28,65,20066100,$64.96 ,$65.47 ,$64.65 
2017-03-29,65,13613870,$65.12 ,$65.50 ,$64.95 
2017-03-30,66,15109580,$65.42 ,$65.98 ,$65.36 
2017-03-31,66,21037270,$65.65 ,$66.19 ,$65.45 
2017-04-03,66,20362440,$65.81 ,$65.94 ,$65.19 
2017-04-04,66,12988620,$65.39 ,$65.81 ,$65.28 
2017-04-05,66,21418530,$66.30 ,$66.35 ,$65.44 
2017-04-06,66,18074330,$65.60 ,$66.06 ,$65.48 
2017-04-07,66,14089430,$65.85 ,$65.96 ,$65.44 
2017-04-10,66,17951970,$65.61 ,$65.82 ,$65.36 
2017-04-11,65,18783560,$65.60 ,$65.61 ,$64.85 
2017-04-12,65,17107430,$65.42 ,$65.51 ,$65.11 
2017-04-13,65,17875510,$65.29 ,$65.86 ,$64.95 
2017-04-17,65,16664820,$65.04 ,$65.49 ,$65.01 
2017-04-18,65,15145300,$65.33 ,$65.71 ,$65.16 
2017-04-19,65,26983430,$65.65 ,$65.75 ,$64.89 
2017-04-20,66,22298340,$65.46 ,$65.75 ,$65.14 
2017-04-21,66,32507090,$65.67 ,$66.70 ,$65.45 
2017-04-24,68,29721350,$67.48 ,$67.66 ,$67.10 
2017-04-25,68,30186690,$67.90 ,$68.04 ,$67.60 
2017-04-26,68,26132990,$68.08 ,$68.31 ,$67.62 
2017-04-27,68,34301810,$68.15 ,$68.38 ,$67.58 
2017-04-28,68,39431920,$68.91 ,$69.14 ,$67.69 
2017-05-01,69,31902530,$68.68 ,$69.55 ,$68.50 
2017-05-02,69,23528160,$69.71 ,$69.71 ,$69.13 
2017-05-03,69,28901660,$69.38 ,$69.38 ,$68.71 
2017-05-04,69,21684030,$69.03 ,$69.08 ,$68.64 
2017-05-05,69,19037540,$68.90 ,$69.03 ,$68.49 
2017-05-08,69,18553900,$68.97 ,$69.05 ,$68.42 
2017-05-09,69,22442280,$68.86 ,$69.28 ,$68.68 
2017-05-10,69,17934310,$68.99 ,$69.56 ,$68.92 
2017-05-11,68,28771250,$68.36 ,$68.73 ,$68.12 
2017-05-12,68,18700160,$68.61 ,$68.61 ,$68.04 
2017-05-15,68,30954130,$68.14 ,$68.48 ,$67.57 
2017-05-16,69,34936100,$68.23 ,$69.44 ,$68.16 
2017-05-17,67,30494870,$68.89 ,$69.10 ,$67.43 
2017-05-18,68,25184940,$67.40 ,$68.13 ,$67.14 
2017-05-19,68,26905730,$67.50 ,$68.10 ,$67.43 
2017-05-22,68,16216010,$67.89 ,$68.50 ,$67.50 
2017-05-23,69,15423430,$68.72 ,$68.75 ,$68.38 
2017-05-24,69,14665710,$68.87 ,$68.88 ,$68.45 
2017-05-25,70,21838800,$68.97 ,$69.88 ,$68.91 
2017-05-26,70,19716360,$69.80 ,$70.22 ,$69.52 
2017-05-30,70,17057170,$69.79 ,$70.41 ,$69.77 
2017-05-31,70,30445790,$70.53 ,$70.74 ,$69.81 
2017-06-01,70,21538070,$70.24 ,$70.61 ,$69.45 
2017-06-02,72,34637860,$70.44 ,$71.86 ,$70.24 
2017-06-05,72,33303010,$71.97 ,$72.89 ,$71.81 
2017-06-06,73,31506590,$72.30 ,$72.62 ,$72.27 
2017-06-07,72,22282420,$72.64 ,$72.77 ,$71.95 
2017-06-08,72,24460980,$72.51 ,$72.52 ,$71.50 
2017-06-09,70,49143030,$72.04 ,$72.08 ,$68.59 
2017-06-12,70,47720550,$69.25 ,$69.94 ,$68.13 
2017-06-13,71,25254650,$70.02 ,$70.82 ,$69.96 
2017-06-14,70,25483760,$70.91 ,$71.10 ,$69.43 
2017-06-15,70,26006180,$69.27 ,$70.21 ,$68.80 
2017-06-16,70,48278130,$69.73 ,$70.03 ,$69.22 
2017-06-19,71,23309860,$70.50 ,$70.95 ,$70.35 
2017-06-20,70,21509280,$70.82 ,$70.87 ,$69.87 
2017-06-21,70,19681370,$70.21 ,$70.62 ,$69.94 
2017-06-22,70,22602120,$70.54 ,$70.59 ,$69.71 
2017-06-23,71,27071300,$70.09 ,$71.25 ,$69.92 
2017-06-26,71,19508480,$71.40 ,$71.71 ,$70.45 
2017-06-27,69,25214000,$70.11 ,$70.18 ,$69.18 
2017-06-28,70,25802760,$69.21 ,$69.84 ,$68.79 
2017-06-29,68,28898600,$69.38 ,$69.49 ,$68.09 
2017-06-30,69,24094240,$68.78 ,$69.38 ,$68.74 
2017-07-03,68,16165540,$69.33 ,$69.60 ,$68.02 
2017-07-05,69,21164570,$68.26 ,$69.44 ,$68.22 
2017-07-06,69,21108330,$68.27 ,$68.78 ,$68.12 
2017-07-07,69,15910410,$68.70 ,$69.84 ,$68.70 
2017-07-10,70,15006190,$69.46 ,$70.25 ,$69.20 
2017-07-11,70,17459190,$70 ,$70.68 ,$69.75 
2017-07-12,71,17747470,$70.69 ,$71.28 ,$70.55 
2017-07-13,72,20267570,$71.50 ,$72.04 ,$71.31 
2017-07-14,73,25780260,$72.24 ,$73.27 ,$71.96 
2017-07-17,73,21776670,$72.80 ,$73.45 ,$72.72 
2017-07-18,73,26356400,$73.09 ,$73.39 ,$72.66 
2017-07-19,74,22071360,$73.50 ,$74.04 ,$73.45 
2017-07-20,74,39459200,$74.18 ,$74.30 ,$73.28 
2017-07-21,74,46301020,$73.45 ,$74.29 ,$73.17 
2017-07-24,74,21227590,$73.53 ,$73.75 ,$73.13 
2017-07-25,74,21934340,$73.80 ,$74.31 ,$73.50 
2017-07-26,74,16074960,$74.34 ,$74.38 ,$73.81 
2017-07-27,73,35803280,$73.76 ,$74.42 ,$72.32 
2017-07-28,73,17800810,$72.67 ,$73.31 ,$72.54 
2017-07-31,73,23546300,$73.30 ,$73.44 ,$72.41 
2017-08-01,73,20755590,$73.10 ,$73.42 ,$72.49 
2017-08-02,72,26487360,$72.55 ,$72.56 ,$71.45 
2017-08-03,72,18203460,$72.19 ,$72.44 ,$71.85 
2017-08-04,73,22578340,$72.40 ,$73.04 ,$72.24 
2017-08-07,72,18703680,$72.80 ,$72.90 ,$72.26 
2017-08-08,73,22029970,$72.09 ,$73.13 ,$71.75 
2017-08-09,72,22208930,$72.25 ,$72.51 ,$72.05 
2017-08-10,71,23882090,$71.90 ,$72.19 ,$71.35 
2017-08-11,73,21429130,$71.61 ,$72.70 ,$71.28 
2017-08-14,74,20079920,$73.06 ,$73.72 ,$72.95 
2017-08-15,73,19174140,$73.59 ,$73.59 ,$73.04 
2017-08-16,74,18146300,$73.34 ,$74.10 ,$73.17 
2017-08-17,72,22450130,$73.58 ,$73.87 ,$72.40 
2017-08-18,72,18760830,$72.27 ,$72.84 ,$71.93 
2017-08-21,72,17698800,$72.47 ,$72.48 ,$71.70 
2017-08-22,73,14333220,$72.35 ,$73.24 ,$72.35 
2017-08-23,73,13758650,$72.96 ,$73.15 ,$72.53 
2017-08-24,73,17097240,$72.74 ,$72.86 ,$72.07 
2017-08-25,73,12790300,$72.86 ,$73.35 ,$72.48 
2017-08-28,73,14558700,$73.06 ,$73.09 ,$72.55 
2017-08-29,73,11470410,$72.25 ,$73.16 ,$72.05 
2017-08-30,74,16892790,$73.01 ,$74.21 ,$72.83 
2017-08-31,75,27645380,$74.03 ,$74.96 ,$73.80 
2017-09-01,74,21713620,$74.71 ,$74.74 ,$73.64 
2017-09-05,74,22234340,$73.34 ,$73.89 ,$72.98 
2017-09-06,73,16525320,$73.74 ,$74.04 ,$73.35 
2017-09-07,74,17468290,$73.68 ,$74.60 ,$73.60 
2017-09-08,74,14703700,$74.33 ,$74.44 ,$73.84 
2017-09-11,75,17900360,$74.31 ,$74.95 ,$74.31 
2017-09-12,75,14387100,$74.76 ,$75.24 ,$74.37 
2017-09-13,75,13353930,$74.93 ,$75.23 ,$74.55 
2017-09-14,75,15695470,$75 ,$75.49 ,$74.52 
2017-09-15,75,38515230,$74.83 ,$75.39 ,$74.07 
2017-09-18,75,23305610,$75.23 ,$75.97 ,$75.04 
2017-09-19,75,15769510,$75.21 ,$75.71 ,$75.01 
2017-09-20,75,20789800,$75.35 ,$75.55 ,$74.31 
2017-09-21,74,19172840,$75.11 ,$75.24 ,$74.11 
2017-09-22,74,14095440,$73.99 ,$74.51 ,$73.85 
2017-09-25,73,24131960,$74.09 ,$74.25 ,$72.92 
2017-09-26,73,17270990,$73.67 ,$73.81 ,$72.99 
2017-09-27,74,19487260,$73.55 ,$74.17 ,$73.17 
2017-09-28,74,10879150,$73.54 ,$73.97 ,$73.31 
2017-09-29,74,16989330,$73.94 ,$74.54 ,$73.88 
2017-10-02,75,15296380,$74.71 ,$75.01 ,$74.30 
2017-10-03,74,12186560,$74.67 ,$74.88 ,$74.20 
2017-10-04,75,13295060,$74 ,$74.72 ,$73.71 
2017-10-05,76,21176990,$75.22 ,$76.12 ,$74.96 
2017-10-06,76,13946480,$75.67 ,$76.03 ,$75.54 
2017-10-09,76,11386390,$75.97 ,$76.55 ,$75.86 
2017-10-10,76,13939430,$76.33 ,$76.63 ,$76.14 
2017-10-11,76,15378030,$76.36 ,$76.46 ,$75.95 
2017-10-12,77,17268390,$76.49 ,$77.29 ,$76.37 
2017-10-13,77,15319310,$77.59 ,$77.87 ,$77.29 
2017-10-16,78,12361880,$77.42 ,$77.81 ,$77.35 
2017-10-17,78,16072320,$77.47 ,$77.62 ,$77.25 
2017-10-18,78,13288960,$77.67 ,$77.85 ,$77.37 
2017-10-19,78,15080780,$77.57 ,$77.93 ,$77.35 
2017-10-20,79,22851290,$78.32 ,$78.97 ,$78.22 
2017-10-23,79,20609800,$78.99 ,$79.34 ,$78.76 
2017-10-24,79,17353840,$78.90 ,$79.20 ,$78.46 
2017-10-25,79,20377380,$78.58 ,$79.10 ,$78.01 
2017-10-26,79,31527350,$79.20 ,$79.42 ,$78.75 
2017-10-27,84,71022110,$84.37 ,$86.20 ,$83.61 
2017-10-30,84,31749180,$83.70 ,$84.33 ,$83.11 
2017-10-31,83,26949400,$84.36 ,$84.36 ,$83.11 
2017-11-01,83,22278730,$83.68 ,$83.76 ,$82.88 
2017-11-02,84,23980410,$83.35 ,$84.46 ,$83.12 
2017-11-03,84,17629140,$84.08 ,$84.54 ,$83.40 
2017-11-06,84,19852030,$84.20 ,$84.70 ,$84.08 
2017-11-07,84,17927430,$84.77 ,$84.90 ,$83.93 
2017-11-08,85,18027540,$84.14 ,$84.61 ,$83.83 
2017-11-09,84,21174120,$84.11 ,$84.27 ,$82.90 
2017-11-10,84,19395240,$83.79 ,$84.10 ,$83.23 
2017-11-13,84,14185670,$83.66 ,$83.94 ,$83.46 
2017-11-14,84,18759800,$83.50 ,$84.10 ,$82.98 
2017-11-15,83,19337370,$83.47 ,$83.69 ,$82.69 
2017-11-16,83,20957350,$83.10 ,$83.42 ,$82.94 
2017-11-17,82,22075340,$83.12 ,$83.12 ,$82.24 
2017-11-20,83,16128540,$82.40 ,$82.59 ,$82.25 
2017-11-21,84,21195610,$82.74 ,$83.84 ,$82.74 
2017-11-22,83,20550600,$83.83 ,$83.90 ,$83.04 
2017-11-24,83,7425603,$83.01 ,$83.43 ,$82.78 
2017-11-27,84,17721740,$83.31 ,$83.98 ,$83.30 
2017-11-28,85,21897340,$84.07 ,$85.06 ,$84.02 
2017-11-29,83,27358660,$84.71 ,$84.92 ,$83.18 
2017-11-30,84,32998560,$83.51 ,$84.52 ,$83.34 
2017-12-01,84,29387350,$83.60 ,$84.81 ,$83.22 
2017-12-04,81,39084990,$84.42 ,$84.43 ,$80.70 
2017-12-05,82,26144410,$81.34 ,$82.68 ,$80.98 
2017-12-06,83,24876890,$81.55 ,$83.14 ,$81.43 
2017-12-07,82,23170300,$82.54 ,$82.80 ,$82 
2017-12-08,84,24027610,$83.63 ,$84.58 ,$83.33 
2017-12-11,85,21446720,$84.29 ,$85.37 ,$84.12 
2017-12-12,86,23821210,$85.31 ,$86.05 ,$85.08 
2017-12-13,85,21708830,$85.74 ,$86 ,$85.17 
2017-12-14,85,19302690,$85.43 ,$85.87 ,$84.53 
2017-12-15,87,53921240,$85.26 ,$87.09 ,$84.88 
2017-12-18,86,22278960,$87.12 ,$87.50 ,$86.23 
2017-12-19,86,23339920,$86.35 ,$86.35 ,$85.27 
2017-12-20,86,23584190,$86.20 ,$86.30 ,$84.71 
2017-12-21,86,17939970,$86.05 ,$86.10 ,$85.40 
2017-12-22,86,14071140,$85.40 ,$85.63 ,$84.92 
2017-12-26,85,9883700,$85.31 ,$85.53 ,$85.03 
2017-12-27,86,14662250,$85.65 ,$85.98 ,$85.22 
2017-12-28,86,10589110,$85.90 ,$85.93 ,$85.55 
2017-12-29,86,18547840,$85.63 ,$86.05 ,$85.50 
2018-01-02,86,22122680,$86.13 ,$86.31 ,$85.50 
2018-01-03,86,25979960,$86.06 ,$86.51 ,$85.97 
2018-01-04,87,21904860,$86.59 ,$87.66 ,$86.57 
2018-01-05,88,23400070,$87.66 ,$88.41 ,$87.43 
2018-01-08,88,22110230,$88.20 ,$88.58 ,$87.60 
2018-01-09,88,19466220,$88.65 ,$88.73 ,$87.86 
2018-01-10,88,18639390,$87.86 ,$88.19 ,$87.41 
2018-01-11,88,17699700,$88.13 ,$88.13 ,$87.24 
2018-01-12,90,24261620,$88.67 ,$89.78 ,$88.45 
2018-01-16,88,36584400,$90.10 ,$90.79 ,$88.01 
2018-01-17,90,25617320,$89.08 ,$90.28 ,$88.75 
2018-01-18,90,24138250,$89.80 ,$90.67 ,$89.66 
2018-01-19,90,35612750,$90.14 ,$90.61 ,$89.66 
2018-01-22,92,23511170,$90 ,$91.62 ,$89.74 
2018-01-23,92,23014000,$91.90 ,$92.30 ,$91.54 
2018-01-24,92,32735410,$92.55 ,$93.43 ,$91.58 
2018-01-25,92,26099100,$92.47 ,$93.24 ,$91.93 
2018-01-26,94,28964890,$93.12 ,$94.06 ,$92.58 
2018-01-29,94,31521680,$95.14 ,$95.45 ,$93.72 
2018-01-30,93,37310120,$93.30 ,$93.66 ,$92.10 
2018-01-31,95,47448270,$93.75 ,$95.40 ,$93.51 
